ticker,side
EIG,SHORT
FSSL,SHORT
UBS,LONG
AHL,SHORT
CM,LONG
BAP,LONG
AIZ,LONG
MT,LONG
MKTX,LONG
BNS,LONG
BRCB,SHORT
NAVI,SHORT
DB,LONG
MICC,SHORT
Q,SHORT
FSSL,LONG
SUNC,SHORT
HOPE,SHORT
CCC,SHORT
GL,LONG
SOLS,SHORT
EIG,LONG
VRE,SHORT
L,LONG
ESNT,LONG
SITC,SHORT
BMO,LONG
BBT,LONG
MFIC,SHORT
OCSL,SHORT
