ticker,side
OCSL,SHORT
UBS,LONG
FWONA,SHORT
IRT,LONG
SUNC,LONG
EIG,SHORT
SUNC,SHORT
TTE,LONG
CM,LONG
ORI,LONG
PNFP,SHORT
HOPE,SHORT
VRE,SHORT
Q,SHORT
SOLS,SHORT
CSR,SHORT
RGLD,LONG
HG,SHORT
THR,LONG
TSN,LONG
GTY,SHORT
NTRS,LONG
EIG,LONG
GL,LONG
CCC,SHORT
SLF,LONG
EMA,SHORT
BNS,LONG
JKHY,LONG
FSSL,SHORT
